ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,Видимость в каталоге,Краткое описание,Описание,Дата начала действия скидки,Дата окончания действия скидки,Статус налога,Налоговый класс,Наличие,Запасы,Величина малых запасов,Возможен ли предзаказ?,Продано индивидуально?,Вес (кг),Длина (мм),Ширина (мм),Высота (мм),Разрешить отзывы от клиентов?,Примечание к покупке,Акционная цена,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит скачивания,Дней срока скачивания,Родительский,Сгруппированные товары,Апсэлы,Кросселы,Внешний URL,Текст кнопки,Позиция,Swatches Attributes,Бренды,Название атрибута 1,Значения атрибутов 1,Видимость атрибута 1,Глобальный атрибут 1,Название атрибута 5,Значения атрибутов 5,Видимость атрибута 5,Глобальный атрибут 5,Атрибут 5 по умолчанию,Мета: height_mm,Мета: _height_mm,Название атрибута 2,Значения атрибутов 2,Видимость атрибута 2,Глобальный атрибут 2,Название атрибута 3,Значения атрибутов 3,Видимость атрибута 3,Глобальный атрибут 3,Атрибут 3 по умолчанию,Название атрибута 4,Значения атрибутов 4,Видимость атрибута 4,Глобальный атрибут 4,Атрибут 4 по умолчанию,Мета: talkorus_tab_description_heading,Мета: _talkorus_tab_description_heading,Мета: talkorus_tab_description_content,Мета: _talkorus_tab_description_content,Мета: talkorus_tab_technical_heading,Мета: _talkorus_tab_technical_heading,Мета: talkorus_tab_technical_content,Мета: _talkorus_tab_technical_content,Мета: talkorus_tab_dimensions_heading,Мета: _talkorus_tab_dimensions_heading,Мета: talkorus_tab_dimensions_content,Мета: _talkorus_tab_dimensions_content,Мета: talkorus_tab_cut_content,Мета: _talkorus_tab_cut_content,Мета: talkorus_tab_scheme_content,Мета: _talkorus_tab_scheme_content,Мета: talkorus_tab_purpose_content,Мета: _talkorus_tab_purpose_content,Мета: talkorus_tab_advantages_content,Мета: _talkorus_tab_advantages_content,Мета: talkorus_tab_docs_content,Мета: _talkorus_tab_docs_content,Мета: talkorus_tab_video_content,Мета: _talkorus_tab_video_content,Мета: talkorus_tab_projects_content,Мета: _talkorus_tab_projects_content,Мета: talkorus_product_features_0_icon,Мета: _talkorus_product_features_0_icon,Мета: talkorus_product_features_0_title,Мета: _talkorus_product_features_0_title,Мета: talkorus_product_features_1_icon,Мета: _talkorus_product_features_1_icon,Мета: talkorus_product_features_1_title,Мета: _talkorus_product_features_1_title,Мета: talkorus_product_features_2_icon,Мета: _talkorus_product_features_2_icon,Мета: talkorus_product_features_2_title,Мета: _talkorus_product_features_2_title,Мета: talkorus_product_features_3_icon,Мета: _talkorus_product_features_3_icon,Мета: talkorus_product_features_3_title,Мета: _talkorus_product_features_3_title,Мета: talkorus_product_features,Мета: _talkorus_product_features
279,simple,,,Теплонакопительная печь-камин Карелочка LUX,-1,0,visible,,"<h2 class=""p1"">Печь-камин «Карелочка Lux» — серпентинит, полировка</h2>\n<p class=""p1"">«Карелочка Lux» — теплонакопительная печь‑камин TALKORUS для небольших домов и дачных сценариев, когда важно быстро выйти на комфорт и затем удерживать тепло инерцией камня. Габариты корпуса — 1040×600×660 мм: модель остаётся компактной по посадке, но работает «по‑взрослому» за счёт сочетания стального несущего блока, разборного шамотного топливника и облицовки из серпентинита.</p>\n\n<h2 class=""p1"">Дизайн и архитектура</h2>\n<p class=""p1"">Визуально это аккуратный прямоугольный монолит с выраженной «крышкой» и нижним подиумом. Фасад читается строго: широкие плоскости камня, тонкие горизонтальные стыки рядов и топочная дверца, утопленная в рамку. Полированная обработка работает как «витрина» для рисунка породы: появляются аккуратные переливы, а поверхность выглядит строже и наряднее — хороший вариант для современного интерьера и светлых отделок. Печь выглядит цельно и не перегружает интерьер — особенно там, где рядом дерево, штукатурка, бетон или натуральный камень.</p>",,,taxable,,1,,,0,0,,,,,1,,,201540,"Для дома, Для дома > Печи-камины Talkorus, Для дома > Печи-камины Talkorus > Серия Карелочка",,,"https://demo.talkorus.ru/wp-content/uploads/2026/05/teplonakopitelnaya-pech-kamin-karelochka-lux-talkorus-2-768x573-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/teplonakopitelnaya-pech-kamin-karelochka-lux-talkorus-3-768x573-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/teplonakopitelnaya-pech-kamin-karelochka-lux-talkorus-1-1-768x573-optimized.webp",,,,,,,,,0,,,Площадь обогрева,30-60 м²,1,1,,,,,,1040,field_69f20d9c512d1,Стиль,Модерн,1,1,Возможность готовить,Нет,1,1,,Расположение,Пристенное,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,simple,,,Теплонакопительная печь-камин  Kreivi 25/1800 SL,-1,0,visible,,"<p class=""p1"">• Назначение: обогрев помещений 60–100 м²\n• Мощность: 25 кВт\n• Материал: серпентинит, полированная обработка\n• Габариты (В×Ш×Г): 1800 × 1730/1000 × 870 мм\n• Компоновка: каминный модуль + встроенный дровяник (ступенчатые ниши)</p>\n<p class=""p1"">«Kreivi 25/1800 SL» — старший представитель семейства теплонакопительных печей-каминов TALKORUS, рассчитанный на уверенный прогрев домов площадью от 60 до 100 м². Это архитектурный объект с полноценной каменной инерцией и мощным фронтом огня: в активной фазе вы получаете зрелищное пламя и быстрый разгон объёма, а после прогорания закладки пространство ещё долго держит мягкое, равномерное тепло без «пилообразной» динамики.</p>\n<p class=""p1"">Принцип работы теплонакопительной конструкции\nКлюч к характеру «Kreivi» — массив облицовки из натурального серпентинита. Полированные панели образуют каминный «монолит» вокруг топочного блока. Во время горения камень принимает на себя избыточную энергию и запасает её; когда активная фаза заканчивается, массив отдаёт накопленное мягким инфракрасным излучением, выравнивая температурный фон. В результате воздух не пересушивается, стены не перегреваются точечно, а ощущение тепла сохраняется многие часы.</p>\n<p class=""p1"">Материал и финиш\nСерпентинит — прочная, стабильная порода с глубокой тёмно-зелёной гаммой и выразительным природным рисунком. Полировка раскрывает графику камня, усиливает светотеневой контраст и придаёт поверхности статусный блеск. Такой финиш легко поддерживать: достаточно мягкой сухой или слегка влажной салфетки без абразивов и кислот. По тактильным ощущениям полированный камень остаётся «тёплым» и гладким, не цепляет светильники бликами — фаски и радиусы корректно «снимают» лишний блик.</p>\n<p class=""p1"">Дизайн и компоновка: камин с дровяником\nФирменный силуэт «Kreivi» — высокий каминный объём, дополненный ступенчатым блоком дровяника слева. В нишах удобно хранить сухие поленья, сортировать порционные заготовки и выкладывать растопку; при этом камень вокруг ниш сохраняет монолитность и не перегружает фасад. Такая компоновка решает сразу две задачи: практику (топливо всегда под рукой) и архитектуру (ступени визуально «привязывают» камин к горизонтам комнаты). Широкая дверца со стеклом открывает панорамный вид на огонь и формирует эмоциональный центр гостиной.</p>\n<p class=""p1"">Габариты и размещение\nВысота 1800 мм создаёт выразительную вертикаль, а ширина 1730/1000 мм и глубина 870 мм обеспечивают устойчивое основание и комфортную посадку у капитальной стены. При проектировании закладывают ровную прочную базу, компенсационные зазоры до стен и негорючую площадку перед дверцей. Вертикальный дымоход выводится вверх; доступ к ревизии каналов и топочного блока предусмотрен спереди и сбоку.</p>\n<p class=""p1"">Тепловое поведение и режимы\nНоминальная мощность 25 кВт позволяет быстро прогревать холодный дом и уверенно держать температуру в морозные дни. В активной фазе грамотная естественная конвекция вокруг корпуса ускоряет разгон объёма; после затухания закладки массив серпентинита продолжает работать как большой аккумулятор — теплоотдача мягкая, равномерная, без перегрева локальных зон. Это особенно заметно в открытых планировках и помещениях с высоким потолком: комфорт держится «длинной волной», а не скачками.</p>",,,taxable,,1,,,0,0,,,,,1,,,772300,"Для дома, Для дома > Печи-камины Talkorus, Для дома > Печи-камины Talkorus > Серия Лапландия",,,"https://demo.talkorus.ru/wp-content/uploads/2026/05/pech-kamin-krevi-20-1800-talkorus-1-768x560-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/pech-kamin-krevi-20-1800-talkorus-4-768x560-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/pech-kamin-krevi-20-1800-talkorus-3-768x560-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/pech-kamin-krevi-20-1800-talkorus-2-768x560-optimized.webp",,,,,,,,,0,,,Площадь обогрева,60-100 м²,1,1,,,,,,1800,field_69f20d9c512d1,Стиль,Модерн,1,1,Возможность готовить,Нет,1,1,,Расположение,Пристенное,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,simple,,,Теплонакопительная печь-камин TYNNYRI PREMIUM/15/1550,-1,0,visible,,"Печь-камин TYNNYRI PREMIUM -1/15/1550-P1 длительного горения для загородного дома.\n\nТеплонакопительная печь-камин TYNNYRI из природного камня.  Облицована талькомагнезитом. Пройдя по ссылке вы увидите фактуру камня.\n\nОблицевать наши печи камины можно природными камнями на выбор. Талькомагнезит, серпентинит и lappia silver. Они примерно одинаковые по характеристикам и примерно одинаково накапливают тепло.\n\nОкруглый дизайн подойдет для стиля хай-тек.\n\nТеплонакопительная печь-камин TYNNYRI поставляется комплектом. Конструктивно представляет из себя металлический корпус с шамотной плитой. Облицовка из натурального камня поставляется отдельно в  деревянных ящиках, после разгрузки, вы сможете за день собрать облицовку.\n\nВажно! Учитывайте количество камня. Чем больше вес —  тем больше печь впитает в себя тепла.\n\nРекомендуем подготовиться к установке, затем, заказать камин. Заранее надо подготовить отдельное место. Необходимо сверить вес с допустимой нагрузкой на пол помещения. Облицовка  собирается вокруг уже установленного отопительного прибора на  пластины из алюминиевого сплава, без клеевых составов, сборка называется “сухой”.\n\nЛюбую из наших моделей вы можете изменить. Дровники,полки, подиум,гравировка. Мы удовлетворим ваши пожелания.",,,taxable,,1,,,0,0,,,,,1,,,508090,"Для дома, Для дома > Печи-камины Talkorus, Для дома > Печи-камины Talkorus > Серия Tynnyri",,,https://demo.talkorus.ru/wp-content/uploads/2026/05/talkorus.tynnyri-premium-1-15-1550-p1-768x576-optimized.webp,,,,,,,,,0,,,Площадь обогрева,30-60 м²,1,1,,,,,,1550,field_69f20d9c512d1,Стиль,Модерн,1,1,Возможность готовить,Нет,1,1,,Расположение,Пристенное,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,simple,,,Теплонакопительная печь-камин  Leikata 20/1720 SL,-1,0,visible,,"<p class=""p1"">• Назначение: обогрев помещений 40–80 м²\n• Мощность: 20 кВт\n• Материал облицовки: серпентинит — комбинированная отделка: корпус «рваный камень», угловые элементы, крышка и подиум — полировка\n• Габариты (В×Ш×Г): 1720 × 900 × 710 мм</p>\n<p class=""p1"">«Leikata 20/1720 SL» — теплонакопительная печь-камин TALKORUS для домов среднего метража. Модель объединяет мощный фронт огня, длительную каменную инерцию и необычную комбинированную отделку: фасадные плоскости имеют текстуру «рваного камня», а угловые элементы, крышка и подиум отполированы. Такой контраст даёт живой, тактильный объём и подчёркивает геометрию без перегруза декором.</p>",,,taxable,,1,,,0,0,,,,,1,,,536520,"Для дома, Для дома > Печи-камины Talkorus, Для дома > Печи-камины Talkorus > Серия Северная Карелия",,,"https://demo.talkorus.ru/wp-content/uploads/2026/05/pech-kamin-leikata-20-talkorus-2-768x573-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/pech-kamin-leikata-20-talkorus-3-768x573-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/pech-kamin-leikata-20-talkorus-1-768x573-optimized.webp",,,,,,,,,0,,,Площадь обогрева,40-80 м²,1,1,,,,,,1720,field_69f20d9c512d1,Расположение,Пристенное,1,1,Стиль,Модерн,1,1,,Возможность готовить,Нет,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,simple,,,Теплонакопительная печь-камин Talkorus Tynnyri-20 DTSA 2180,-1,0,visible,,"Теплонакопительная печь камин Talkorus Tynnyri 20 DTSA 2180 – это подходящее решение для всех, кто хочет создать комфортную атмосферу в небольшом загородном доме или на даче.\n<h2>Характеристики и преимущества печи камина Tynnyri 20 DTSA 2180</h2>\nПокупатели печи камина Tynnyri 20 DTSA 2180 особенно выделяют площадь обогрева, которая составляет от 40 до 80 квадратных метров. Это означает, что камин подойдет для помещений средних размеров, таких как комнаты, кухни или гостиные. Она способна быстро обогреть любое помещение и создать в нем мягкое тепло и уютную обстановку.\n\nЕще одна важная характеристика — время прогрева помещения. Для этой модели оно составляет от 2,5 до 4 часов, что означает, что уже через несколько часов после розжига печи можно наслаждаться уютной расслабляющей обстановкой. За счет высокой теплоемкости время теплоотдачи составляет до 17 часов.",,,taxable,,1,,,0,0,,,,,1,,,868660,"Для дома, Для дома > Печи-камины Talkorus, Для дома > Печи-камины Talkorus > Серия Печи с духовкой",,,"https://demo.talkorus.ru/wp-content/uploads/2026/05/bez-imeni-1-768x576-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/bez-imeni-3-6-768x576-optimized.webp, https://demo.talkorus.ru/wp-content/uploads/2026/05/bez-imeni-2-768x576-optimized.webp",,,,,,,,,0,,,Площадь обогрева,40-80 м²,1,1,,,,,,2180,field_69f20d9c512d1,Возможность готовить,Да,1,1,Стиль,Эксклюзив,1,1,,Расположение,Пристенное,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,variable,,,Теплонакопительная печь-камин TYNNYRI KOMEA DT 23/1910,-1,0,visible,,"Теплонакопительная печь-камин TYNNYRI KOMEA DT 23/1910 из натурального камня талькомагнезита. В комплектации с  каминными дверками Talkorus серии серого цвета.\n\nДанная модель печи-камина TYNNYRI KOMEA DT 23/1910 является уникальной и впишется в любой интерьер плюс будет радовать своей технологичностью . У вас есть возможность пофантазировать над будущей печкой, вы имеете уникальную возможность сделать дизайн облицовки по своему усмотрению. Дровники, полки, скамейки, сплошной подиум, гравировка – все то, что украсит ваш камин.\n\nПрежде чем выбрать печь-камин, необходимо определиться с ее назначением. Наша фирменная продукция отлично подойдет для отопления дома, будет служить резервным источником тепла.\n\nНашим клиентам мы заранее рекомендуем подготовиться к установке, затем, заказать камин. Вам необходимо подготовить отдельное место под печь-камин.А именно в первую очередь необходимо сверить вес камина с допустимой нагрузкой на пол помещения. Облицовка печи-камина собирается вокруг уже установленной печи на специальные крепления, без клеевых составов, именно по этой причине сборка называется “сухой”. Первые две топки камина нужно осуществлять в щадящем режиме неполной мощности., в таком режиме нагрев поверхности облицовки из камня не должен превышать 70 градусов. Между первыми топками должно пройти достаточно времени для полного остывания облицовки, в случае несоблюдения данного пункта поверхность облицовки может быть повреждена.",,,taxable,,1,,,0,0,,,,,1,,,,"Для дома, Для дома > Печи-камины Talkorus, Для дома > Печи-камины Talkorus > Серия Печи с духовкой",,,https://demo.talkorus.ru/wp-content/uploads/2026/05/tynnyri-komea2-optimized.webp,,,,,,,,,0,"{""\u0422\u043e\u043b\u0449\u0438\u043d\u0430 \u043a\u0430\u043c\u043d\u044f"":{""name"":""\u0422\u043e\u043b\u0449\u0438\u043d\u0430 \u043a\u0430\u043c\u043d\u044f"",""type"":""button"",""terms"":{""40 \u043c\u043c"":{""name"":""40 \u043c\u043c"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""50 \u043c\u043c"":{""name"":""50 \u043c\u043c"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,Площадь обогрева,40-80 м²,1,1,,,,,,1910,field_69f20d9c512d1,Возможность готовить,Да,1,1,Толщина камня,"40 мм, 50 мм",1,1,40 мм,Стиль,Эксклюзив,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,simple,,,Теплонакопительная печь-камин Talkorus Tynnyri-20 DTSA 2180,1,0,visible,,"<p>Теплонакопительная печь камин Talkorus Tynnyri 20 DTSA 2180 – это подходящее решение для всех, кто хочет создать комфортную атмосферу в небольшом загородном доме или на даче. </p>\n<h2>Характеристики и преимущества печи камина Tynnyri 20 DTSA 2180</h2>\n<p>Покупатели печи камина Tynnyri 20 DTSA 2180 особенно выделяют площадь обогрева, которая составляет от 40 до 80 квадратных метров. Это означает, что камин подойдет для помещений средних размеров, таких как комнаты, кухни или гостиные. Она способна быстро обогреть любое помещение и создать в нем мягкое тепло и уютную обстановку.</p>\n<p>Еще одна важная характеристика — время прогрева помещения. Для этой модели оно составляет от 2,5 до 4 часов, что означает, что уже через несколько часов после розжига печи можно наслаждаться уютной расслабляющей обстановкой. За счет высокой теплоемкости время теплоотдачи составляет до 17 часов. </p>\n<p> Преимуществом этой модели является быстрая сухая сборка за счет специальной конструкции. Это означает, что вы сможете установить печь самостоятельно, без знаний и специальных инструментов. В комплекте с каждой печью поставляется подробная инструкция по сборке и эксплуатации. Если не захочется разбираться самостоятельно — порекомендуем монтажную компанию, которая выполнит сборку печи.</p>\n<p> Наружная отделка печи представляет собой фирменную облицовку Талькорус из талькомагнезита природного происхождения. </p>\n<p> Талькомагнезитовая облицовка превращает камин не просто в отопительный прибор, а в полноценный декоративный элемент. Поскольку в природе существует огромное разнообразие текстур камня, то подобрать облицовку можно под любой стиль помещения. При этом Талькорус предоставляет возможность выбора фактурной обработки камня. Самым популярным вариантом является фактура “антик”. Она придает камню “постаревший” вид. Также возможно выполнение облицовки из серпентинита либо комбинации этих двух видов камня. О наших возможностях можно узнать на сайте в разделе «Проекты».</p>\n<p> Теплонакопительная печь камин Talkorus Tynnyri 20 DTSA 2180 является лучшим выбором для небольших загородных домов или дач. Ее высокая тепловая мощность, возможность применения технологии сухой сборки и стильный дизайн обеспечат вам уютную и комфортную обстановку в течение долгого времени. </p>",,,taxable,,1,,,0,0,,,,2180,1,,,868660,"Для дома, Для дома > Печи-камины Talkorus, Для дома > Печи-камины Talkorus > Серия Печи с духовкой",,,"https://demo.talkorus.ru/wp-content/uploads/2026/06/bez-imeni-3-6-optimized.jpg, https://demo.talkorus.ru/wp-content/uploads/2026/06/bez-imeni-2-optimized.jpg, https://demo.talkorus.ru/wp-content/uploads/2026/06/bez-imeni-1-optimized-1.jpg",,,,,,,,,17,,,Мощность (кВт),23,1,1,Расположение,Пристенное,1,1,,2180,field_69f20d9c512d1,Площадь обогрева,40-80 м²,1,1,Стиль,Эксклюзив,1,1,,Возможность готовить,Да,1,1,,,field_talkorus_tab_description_heading,,field_talkorus_tab_description_content,Технические данные,field_talkorus_tab_technical_heading,"<p class=""p1""><b>Общие характеристики</b></p>
<p class=""p1"">Тепловой КПД</p>
<p class=""p1""><b>..... 82 %</b></p>
<p class=""p1"">Время тепловой отдачи</p>
<p class=""p1""><b>..... до 17 часов</b></p>
<p class=""p1"">Площадь обогрева</p>
<p class=""p1""><b>..... 40-80 м²</b></p>
<p class=""p1"">Время прогрева помещения</p>
<p class=""p1""><b>..... от 2,5 до 4 часов</b></p>
<p class=""p1"">Длина дров</p>
<p class=""p1""><b>..... 450 мм</b></p>
<p class=""p1"">Сечение дымохода</p>
<p class=""p1""><b>..... 130 мм</b></p>
<p class=""p1""><b>Характеристики топки</b></p>
<p class=""p1"">Тип</p>
<p class=""p1""><b>..... Вихревая подовая</b></p>
<p class=""p1"">Тепловая мощность</p>
<p class=""p1""><b>..... 23 кВт</b></p>
<p class=""p1"">Толщина топочного шамотного кирпича</p>
<p class=""p1""><b>..... 65 мм</b></p>
<p class=""p1"">Высота топки</p>
<p class=""p1""><b>..... 460 мм</b></p>
<p class=""p1"">Ширина топки</p>
<p class=""p1""><b>..... 240/350 мм</b></p>
<p class=""p1"">Глубина топки</p>
<p class=""p1""><b>..... 260 мм</b></p>
<p class=""p1""><b>Характеристики облицовки</b></p>
<p class=""p1"">Порода камня</p>
<p class=""p1""><b>..... Талькомагнезит</b></p>
<p class=""p1"">Вид обработки</p>
<p class=""p1""><b>..... ШЛИФОВКА</b></p>
<p class=""p1"">Толщина облицовки</p>
<p class=""p1""><b>..... 50 мм</b></p>",field_talkorus_tab_technical_content,Размеры и вес,field_talkorus_tab_dimensions_heading,"<p class=""p1"">Высота</p>
<p class=""p1""><b>..... 2180 мм</b></p>
<p class=""p1"">Ширина</p>
<p class=""p1""><b>..... 947 мм</b></p>
<p class=""p1"">Глубина</p>
<p class=""p1""><b>..... 740 мм</b></p>
<p class=""p1"">Вес изделия толщиной 50мм</p>
<p class=""p1""><b>..... 1876 кг</b></p>",field_talkorus_tab_dimensions_content,,field_talkorus_tab_cut_content,,field_talkorus_tab_scheme_content,,field_talkorus_tab_purpose_content,,field_talkorus_tab_advantages_content,,field_talkorus_tab_docs_content,,field_talkorus_tab_video_content,,field_talkorus_tab_projects_content,700,field_talkorus_product_feature_icon,Быстрая сухая сборка,field_talkorus_product_feature_title,686,field_talkorus_product_feature_icon,Эффективная конвекция,field_talkorus_product_feature_title,685,field_talkorus_product_feature_icon,"Система ""Чистое стекло""",field_talkorus_product_feature_title,687,field_talkorus_product_feature_icon,Облицовка Talkorus,field_talkorus_product_feature_title,4,field_talkorus_product_features
